assignment,comments,length,shortened comment,shortened length,Ailie category,Tricia category,Ariel category,Equal,Final category
4,"Home page: Good start! Unclear what the icon/button up at the top right is used for, so you may want to work on clarifying that. ",26,Home page: Good start! ,5,1,1,1,true,1
4,Individual HE: Good organization and analysis of heuristics! Nice comparisons drawn between the two prototypes. ,16,,,1,1,1,true,1
4,"Group HE: Solid distilling of major errors. Solutions are pretty generic though. Perhaps some deeper discussion on solutions that would really fit well into the overall design of the prototypes could be more useful. To address the ending note, I agree tha",105,Group HE: Solid distilling of major errors. Solutions are pretty generic though. ,13,2,2,2,true,2
4,Individual HE: Missing comparisons drawn between both prototypes.,8,,,2,2,2,true,2
4,"Group HE: This group feedback touches on some important points, but seems disjoint from what is to be uncovered from usability evaluation. Your evaluator group places a lot of emphasis on particular high-level feature changes and only a few brief mentions",153,"Group HE: This group feedback touches on some important points, but seems disjoint from what is to be uncovered from usability evaluation. ",23,2,2,2,true,2
4,Individual HE: Great job! Very well organized and thorough. Good comparisons between the prototypes as well. ,17,,,1,1,1,true,1
4,Group HE: Good group evaluation. Was very useful especially in the context of this course to explicitly detail which heuristics your aggregately distilled violations fit into. Nice inclusion of very concrete example solutions for the evaluated team to con,97,Group HE: Good group evaluation. ,6,1,1,1,true,1
4,Home page: Great start! Small feedback on just the current page so far: We can utilize more screen real estate by just having the feed take up all the space rather than a bounded div? Moving the ask and answer buttons to the top or somewhere always reacha,81,Home page: Great start! ,5,1,1,1,true,1
4,"good work, but could have put more into it.",9,,,2,2,2,true,2
4,Individual HE: Extremely thorough and insightful usability evaluation. Well done! You went very in depth with each violation and provided very useful feedback in the comparative portions of the evaluation. Great points like with the map being a strong exa,43,Individual HE: Extremely thorough and insightful usability evaluation. Well done! ,11,1,1,1,true,1
4,"Group HE: Good analysis of relation between usability artifacts, overall goals of the app, and experiences of users. It is true that HE is hard to hit a lot points when a prototype is primitive. The level of feedback can be largely dependent on how thorou",76,"Group HE: Good analysis of relation between usability artifacts, overall goals of the app, and experiences of users. ",19,1,1,1,true,1
4,Home page: Great start! Small feedback on just the current page so far: We can utilize more screen real estate by just having the feed take up all the space rather than a bounded div? Moving the ask and answer buttons to the top or somewhere always reacha,81,Home page: Great start! ,5,1,1,1,true,1
4,"Individual HE: Good evaluation overall; well organized and includes comparisons between the two prototypes. As a note, accidentally creating a meeting room or entering the wrong room isn't necessarily a error that you could detect, as it would be on the s",104,Individual HE: Good evaluation overall; well organized and includes comparisons between the two prototypes. ,15,1,1,1,true,1
4,Group HE: Good aggregate evaluation. Nice useful concrete examples of potential solutions to the major problems found. Interesting considerations of one user in the context of many others. The discussion of how data on the app might be used after a sessio,47,Group HE: Good aggregate evaluation. Nice useful concrete examples of potential solutions to the major problems found. ,18,1,1,1,true,1
4,Home page: Great start! Small feedback on just the current page so far: We can utilize more screen real estate by just having the feed take up all the space rather than a bounded div? Moving the ask and answer buttons to the top or somewhere always reacha,81,Home page: Great start! ,5,1,1,1,true,1
4,Individual HE: Well organized an good analysis. Good job with drawing comparisons between the two prototypes. ,17,,,1,1,1,true,1
4,"Group HE: Good analysis of relation between usability artifacts, overall goals of the app, and experiences of users. It is true that HE is hard to hit a lot points when a prototype is primitive. The level of feedback can be largely dependent on how thorou",76,"Group HE: Good analysis of relation between usability artifacts, overall goals of the app, and experiences of users. ",19,1,1,1,true,1
4,Some feedback focused more on features rather than general usability. For the HE step we want to focus on the overall function and usability rather than the nitty-gritty elements of the game's/app's design. Also be sure to include an explicit comparative ,46,Some feedback focused more on features rather than general usability. ,11,2,2,2,true,2
4,Great job overall!,3,,,1,1,1,true,1
4,"You lost 1 point  for not being more specific on the types of solutions to the usability errors that you proposed . Otherwise, well done overall. ",28,You lost 1 point  for not being more specific on the types of solutions to the usability errors that you proposed . ,24,2,2,2,true,2
4,"Well done. A few small issues: severity ratings were not has harsh as they could have been and you interspersed positive feedback with your general heuristic violations. This is useful feedback, but should have been included in your feedback paragraph. Th",54,Well done. ,3,1,1,1,true,1
4,"Comparisons between the two apps were minimal, but otherwise well done. Really liked the paragraph that your group came up with for this assignment, as it was concise and to the point. well done.",34,"Comparisons between the two apps were minimal, but otherwise well done. ",12,2,2,2,true,2
4,"Overall,  the severity ratings were off. Another evaluator mentioned that there was no way to see if the alarm was set or not... That's a huge part of the functionality, not mentioned as a violation here and not mentioned by any of your group members in t",51,"Overall,  the severity ratings were off. ",8,2,2,2,true,2
4,"Some of the specific violations that had issues: ??????????????? It seems like there are multiple title screens, which is redundant. (1) ??????????_???? I would say this is at least a 2",31,"Some of the specific violations that had issues: ??????????????? It seems like there are multiple title screens, which is redundant. ",21,2,2,2,true,2
4,"It can be hard to get the hang of critiquing others' work. You might have the tendency to assume that if something is confusing to you the fault is your own, but this type of heuristic evaluation is specifically meant to put the person creating the protot",61,It can be hard to get the hang of critiquing others' work. ,13,2,2,2,true,2
4,Well done!,2,,,1,1,1,true,1
4,"Very thorough, especially on the comparisons between apps. Well done! ",11,,,1,1,1,true,1
4,I liked the way you structured your summary of the violations. ,12,,,1,1,1,true,1
4,Points off for:  -less than 15 violations in total found,11,,,2,2,2,true,2
4,"comparative feedback did not discuss overall relative strengths/weaknesses of the prototypes, only talked about how the two prototypes shared similar issues.",23,,,2,2,2,true,2
4,"Home Screen: The ???????????????View Requirements??????????????? button on the home screen is ambiguous. What am i supposed to see when I click that button? It would be nice to have an indication of which quarters have been completed, and which remain, in",89,Home Screen: The ???????????????View Requirements??????????????? button on the home screen is ambiguous. What am i supposed to see when I click that button? ,24,2,2,2,true,2
4,"Not enough violations written. Comparison was well done, but overall insufficient feedback. ",13,,,2,2,2,true,2
4,"Home Screen: The ???????????????View Requirements??????????????? button on the home screen is ambiguous. What am i supposed to see when I click that button? It would be nice to have an indication of which quarters have been completed, and which remain, in",89,Home Screen: The ???????????????View Requirements??????????????? button on the home screen is ambiguous. What am i supposed to see when I click that button? ,24,2,2,2,true,2
4,"Well done overall, but you didn't have any explicit comparison of the two prototypes. As far as your feedback goes, I think your advice was solid, but could have been rephrased at times ""If two buttons do the same thing, make their text match."" - maybe be",160,"Well done overall, but you didn't have any explicit comparison of the two prototypes. ",15,2,2,2,true,2
4,Home Screen: Navigational flow seems unclear. Do I need to sign-in before I can user your app? The Host and Guest buttons seem to indicate no. The ???????????????My Events??????????????? button seems to indicate that I???????????????m already signed in. W,56,Home Screen: Navigational flow seems unclear. Do I need to sign-in before I can user your app? ,18,2,2,2,true,2
5,still some navigational deadends. functionality not fleshed out on submitted pages.,11,,,2,2,2,true,2
5,common problem with revisit the brief: you talked more about the process of making changes than the actual changes you made. be more detailed.,24,,,2,2,2,true,2
5,Good work.,2,,,1,1,1,true,1
5,"I would focus down your application though. 4 things are a lot of things to cover and implement. Your last point seemed the most interesting to me, but that's just me; discuss and think what best solves the user needs you found.",42,I would focus down your application though. 4 things are a lot of things to cover and implement. ,19,3,3,2,false,3
5,"Prototype: Good job so far with the navigational skeleton. Some of the changes that were stated as implemented did not seem to be implemented (i.e. no login option from Guest Mode). Navigation was good, but again, you will want to have a back button or cl",95,Prototype: Good job so far with the navigational skeleton. ,10,1,1,1,true,1
5,"Development plan: Good breakdown of tasks, but you need to include outside constraints (i.e. midterms) for upcoming weeks so all group members are aware of other commitments",27,"Development plan: Good breakdown of tasks, but you need to include outside constraints (i.e. ",15,3,3,2,false,3
5,"Overall, well done. Deductions for: - Number of HE violations addressed was low, and didn't reflect the total number of reviews you received. ",24,,,2,2,2,true,2
5,Well done!,2,,,1,1,1,true,1
5,"1 point deduction because the two addtional screens implemented are basically identical in content. Otherwise, solid effort on this step. ",21,,,2,2,2,true,2
5,"more detail in plan. include assignment details, like writing.",9,,,3,3,3,true,3
5,"Development plan: really solid development plan. Only thing missing is the addition of outside constraints in the upcoming weeks (i.e. midterms, jobs, other projects, etc.).",25,,,2,2,2,true,2
5,nice work !,3,,,1,1,1,true,1
5,no link to plan.,4,,,2,2,2,true,2
5,"revisiting the brief is good incorporation of the 5-stage model, but missing more detail about actual changes. the second paragraph helped with that a good amount, though. still, more concrete changes need to be identified and made.",37,"revisiting the brief is good incorporation of the 5-stage model, but missing more detail about actual changes. ",18,2,2,2,true,2
5,Your heuristic evaluation are all future plans and don't include fixes that are included in the current version.,18,,,2,2,2,true,2
5,"Navigation flow is not present. For example, there's no way to get back to home page from profile page or cancel the new post.",24,,,2,2,2,true,2
5,Your point of view and it's relation to the brief isn't clear from your paragraph. What are the human centered needs you are trying to satisfy? How is what you describe different from already existing forums?,36,Your point of view and it's relation to the brief isn't clear from your paragraph. ,16,2,2,2,true,2
5,Home screen is too simple to gleam any HE changes. Also additional two screens are not fleshed out.,18,,,2,2,2,true,2
5,Development plan is currently too short for the scope of the project. Needs a lot more planning to cover the interaction with the planets.,24,,,2,2,2,true,2
5,I like the core idea that topics and their relation to other ideas are how bloggers ideate. Keep developing and exploring this.,22,,,1,1,1,true,1
5,Development plan needs to  have owners assigned for every task.,11,,,3,3,2,false,3
5,Good job on the homepage!,5,,,1,1,1,true,1
5,"HE Changes: Really well done! Great detail on the violations and very handy organization with the list of changes where you distinguish changes done and changes to be made (might look to get this to be a requirement for future A5s, I really like this simp",47,HE Changes: Really well done! ,6,1,1,1,true,1
5,"Plan: Well organized! Good work with having specific subtasks under larger groupings -- keep it up with the nice, immediately actionable tasks.  One thing to consider moving forward with the plan is how you will indicate those unfinished tasks from the pr",57,"Plan: Well organized! Good work with having specific subtasks under larger groupings -- keep it up with the nice, immediately actionable tasks. ",23,1,1,1,true,1
5,App: Great progress so far! Looks like you have a lot of the skeleton thought out. Next major steps will be figuring out and developing the actual exchange that takes place after people find what they want. Was going to mention the learn/category distingu,189,App: Great progress so far! Looks like you have a lot of the skeleton thought out. ,17,1,1,1,true,1
5,Revisit: Good paragraph. Would have also been interesting to discussion some of the very early conceptions of the app idea to compare with where it is now. ,28,Revisit: Good paragraph. ,4,1,1,1,true,1
5,"+awesome for ""Everyone's an expert"" ",6,,,1,1,1,true,1
5,Prototype: Great consistency and simplicity in your design. Navigation was simple and mostly laid out. Overall great job! ,19,,,1,1,1,true,1
5,Development plan: well-thought out and organized. You will want to add in the dates of your outside constraints so your team knows exactly when those external factors will affect your progress. ,32,Development plan: well-thought out and organized. ,7,1,1,1,true,1
5,Well done!,2,,,1,1,1,true,1
5,Minor deductions for navigational flow being a bit unclear and the additional screens implemented being somewhat incomplete. Overall making good progrress. ,22,,,2,2,2,true,2
5,Well done,2,,,1,1,1,true,1
5,great work !,3,,,1,1,1,true,1
5,remove forcing login. skeleton doesn't flow.,6,,,3,2,3,false,3
5,"revisiting the brief has good writing. no fluff writing. but i want to see more changes to the app to better align with brief, and the paragraph could have gone further in that sense.",34,revisiting the brief has good writing. no fluff writing. ,10,1,1,1,true,1
5,"Think your project is headed in the right direction. As we discussed in class, I'd like to see it align a little more closely with the brief. Understand you plan to add analytics, but was hoping to see that idea fleshed out a little more this week. ",48,Think your project is headed in the right direction. ,10,1,1,1,true,1
5,"HE Changes: Nice organization and prioritization of violations. For changes, very handy to separate changes done and changes to-do. For the filter/search, I think it can still be de-confused a little bit more. With a field for text and a dropdown for cert",126,"HE Changes: Nice organization and prioritization of violations. For changes, very handy to separate changes done and changes to-do. ",20,1,1,1,true,1
5,"Plan: May want to work on breaking down what the shopping cart page should contain, especially core interactions. Sometimes it's also best to have tasks that have strong measurability in success. ""Look into sending a..."" may be better phrased to ""Find a r",99,"Plan: May want to work on breaking down what the shopping cart page should contain, especially core interactions. ",19,3,3,3,true,3
5,"App: OCDing on that + not being centered in the circle. Filter/search commented on in HE changes section. Still a little unclear what the second magnifying glass is supposed to do in the navigation portion. Partial information on the tiles, as discussed i",236,App: OCDing on that + not being centered in the circle. Filter/search commented on in HE changes section. ,19,2,2,2,true,2
5,"Revisit: Nice discussion. Catering to both sides of the exchange will definitely be a plus and will require a good amount of work. Keep looking toward other applications that do things well - ""a year in the lab will save you an hour in the library."" ",47,Revisit: Nice discussion. Catering to both sides of the exchange will definitely be a plus and will require a good amount of work. ,24,1,1,1,true,1
5,Only one additional screen(Recommended) implemented.,5,,,2,2,2,true,2
5,Development plan items should have single owner.,7,,,3,3,2,false,3
5,"Flesh out tasks. For example, ""start some routing"" is too vague.",11,,,3,2,3,false,3
5,great work,2,,,1,1,1,true,1
5,"Would be nice to see the priority rankings listed in your HE rankings present in your app, otherwise well done. ",21,,,3,3,3,true,3
5,"List of changes: Really REALLY awesome that you took redesigning to a fantastic collaborative flow chart on the wall. Love it! As a note, when you list out the HE violations it may be useful to list things like which heuristic and what the violation actua",180,List of changes: Really REALLY awesome that you took redesigning to a fantastic collaborative flow chart on the wall. Love it! ,22,1,1,1,true,1
5,"Development Plan: Tasks are too big/high-level! A good rule to go by would be tasks that are immediately actionable. More specific is better. For example, develop two additional screens -> there's a lot of overhead to be decided before you can actually ac",100,Development Plan: Tasks are too big/high-level! A good rule to go by would be tasks that are immediately actionable. More specific is better. ,24,3,3,2,false,3
5,"The assignment required a detailed dev plan for three weeks (weeks 5-7). Only weeks 5 and 6 were planned. Please also be more specific in task names or you will lose points in the future (i.e.  which pages are included in ""setup skeleton pages""?).",45,The assignment required a detailed dev plan for three weeks (weeks 5-7). Only weeks 5 and 6 were planned. ,20,2,2,2,true,2
5,"Nav skeleton incomplete. There should be links to all possible screens that a user might see, even if the links lead to placeholder screens.",24,,,3,2,2,false,3
5,"Out of box point received for insightful and creative redesign of prototype, and for implementing dramatic changes based on HE and  further user interviews.",25,,,1,1,1,true,1
5,"Great job with dev plan--please use text wrap on cells where text is cut off so I can read it. Make sure each member is doing a fair amount of work. For dev plans in the future, please include ""foreseen and unforeseen obstacles"", which can be anything fro",63,Great job with dev plan--please use text wrap on cells where text is cut off so I can read it. ,21,3,3,3,true,3
5,"Not enough screens implemented this week. Nav skeleton leads to dead ends too often. Revisit brief paragraph is mostly good, but does not trace the project's trajectory or reflect on the project's progress in any way.",36,Not enough screens implemented this week. Nav skeleton leads to dead ends too often. ,15,2,2,2,true,2
5,Glad to see you addressing the HE feedback and thinking critically about how long people will use your app. Took me a while to figure out how to view my usage.,31,Glad to see you addressing the HE feedback and thinking critically about how long people will use your app. ,20,1,1,1,true,1
5,"Like the direction your project is heading. I considered the Home page and Tutorial page fully functional, but the Stats and Profile pages still felt a bit like skeletons. Focus on functionality this week!",34,Like the direction your project is heading. ,8,1,1,1,true,1
5,"Appreciate your thinking on aligning with the brief. Had trouble viewing parts of the app, so could not really test the navigation, but as I recall from class, much of the navigation was there, though pages still needed to be fleshed out and the surveys w",86,Appreciate your thinking on aligning with the brief. ,9,1,1,1,true,1
5,"I was a little unclear on what changes you planned to make and which you had made already. Also, your Assignment Dashboard felt more like a skeleton than a fully fleshed out page. However, as discussed in studio, I am more concerned that you think deeply ",94,I was a little unclear on what changes you planned to make and which you had made already. ,19,2,2,2,true,2
5,more detail in the revisit brief paragraph. more functionality for the two screens. good skeleton tho.,16,,,2,2,2,true,2
5,Prototype: Navigation is clean and mostly there so good job on that. I also like that the functionality is simple and not too cluttered. One thing is that it is still unclear what your POV is from looking at the app. You want your app to stand out from ot,100,Prototype: Navigation is clean and mostly there so good job on that. ,13,1,1,1,true,1
5,"HE Changes: Do not see strong evidence that some of these changes were implemented in the app so far. In fact, change #11 is actually still pretty present -> as a user it looks like I can click the schools on the front page, but nothing happens. Technical",91,HE Changes: Do not see strong evidence that some of these changes were implemented in the app so far. ,20,2,2,2,true,2
5,Plan: Good detail on the plan -- categorizing with the title column is very useful! Keep going for listing immediately actionable tasks. Love that notes include resources for where to start digging for information related to the tasks. ,39,Plan: Good detail on the plan -- categorizing with the title column is very useful! Keep going for listing immediately actionable tasks. ,23,1,1,1,true,1
5,"App:  The current navigational skeleton is confusing. From the first page, as mentioned earlier, it is already odd that the user is unable to click through any of the colleges listed. After drilling down into a college, the app navigation completely chanc",164,App:  The current navigational skeleton is confusing. ,9,2,2,2,true,2
5,"Revisit: Explanation of relation to brief is there, but discussion of concrete iterations through the design cycle is very, very generic. The first half of the paragraph could be applied to every project and not give too much insight into what specificall",69,"Revisit: Explanation of relation to brief is there, but discussion of concrete iterations through the design cycle is very, very generic. ",22,2,2,2,true,2
5,"Plan: Development Plan: Tasks are too big/high-level! A good rule to go by would be tasks that are immediately actionable. More specific is better. For example, two additional pages -> there's a lot of overhead to be decided before you can actually act on",77,Plan: Development Plan: Tasks are too big/high-level! A good rule to go by would be tasks that are immediately actionable. ,21,3,3,3,true,3
5,Revisit: Good discussion here about how you iterated from initial idea conception. Making the group experience fun and having a final judge can definitely be useful for facilitating exchange. One thing you'll definitely have to consider is the cost of emp,146,Revisit: Good discussion here about how you iterated from initial idea conception. ,13,1,1,1,true,1
5,"App: In terms of interface, really work on making actions obvious to users. Currently, it's really hard to tell what you should be clicking (tapping), and what to expect from when you do click things. Remember to use metaphors from real life. If you want ",192,"App: In terms of interface, really work on making actions obvious to users. ",14,3,3,2,false,2
5,"HE Changes: Very thorough listing of HE violations and changes to address them! Also nice organization with categorizing which changes you've already done and which are in progress. Not sure where 'Make the Login page the first page' is occurring, might h",46,HE Changes: Very thorough listing of HE violations and changes to address them! ,14,1,1,1,true,1
5,"Plan: Would like to see a little bit more specificity in tasks. Focus on having things that are immediately actionable. For example, 'Use HE to make changes to HS, ADP, and Log' is a pretty big task assigned to the entire group. That requires a pretty big",106,Plan: Would like to see a little bit more specificity in tasks. Focus on having things that are immediately actionable. ,21,3,3,3,true,3
5,"App: Good use of very obvious buttons and action colors (blue for link!) to show what should be clickable and what is not. In terms of mental models, that part of what a user should expect is nice and straightforward. Interface wise, the flow is not quite",133,App: Good use of very obvious buttons and action colors (blue for link!) to show what should be clickable and what is not. ,24,1,1,1,true,1
5,"Revisit: In terms of idea/app identity, one thing I would like to see more clarity on in the future is the target audience. I think when a lot of people hear 'events' it seems to cater more to the larger organized events put together for whoever wants to ",135,"Revisit: In terms of idea/app identity, one thing I would like to see more clarity on in the future is the target audience. ",24,3,3,2,false,2
5,Plan: May be useful to add another column for page to organize grouped subtasks (if you want to organize by page). Might be easier to visualize overall development structure that way.  ,33,Plan: May be useful to add another column for page to organize grouped subtasks (if you want to organize by page). ,22,3,3,2,false,3
5,App: Good progress so far. Would have been better to implement an additional screen that wasn't just the sign-up page. I wouldn't really consider that page to be much of a main functional page so it doesn't aid too much in understanding the core interacti,222,App: Good progress so far. Would have been better to implement an additional screen that wasn't just the sign-up page. ,21,3,3,3,true,3
5,Revisit: Missing discussion of concrete changes over time with design tools learned thus far. I like the leveraging of already made networks to gain more catered 'reviews'/indicators of where to go. ,32,Revisit: Missing discussion of concrete changes over time with design tools learned thus far. ,15,2,2,2,true,2
5,HE Changes: Good work! Might be useful to condense all of these changes into a super concise list for ease of reference as you progress through development in the next few weeks.,32,HE Changes: Good work! ,5,1,1,1,true,1
5,"Plan: Focus on having more specific tasks. A good rule of thumb to go by is immediately actionable. You seem to have a lot of broad tasks that can definitely be broken down.  A lot of your main pages are just listed as one single item, but there are proba",95,Plan: Focus on having more specific tasks. A good rule of thumb to go by is immediately actionable. ,19,3,3,3,true,3
5,"App: Good progress so far! To review some notes from studio, think about grouping all the ""Join"" portions of flow separately from all the ""Create"" portions of flow on the first screen. Clicking the name of the app in the menu to exit and log out of the cu",158,App: Good progress so far! ,6,1,1,1,true,1
5,Revisit: Missing discussion of concrete changes made to the project throughout these first few weeks of the design process.,19,,,2,2,2,true,2
5,"you can put time spent on the assignment itself, e.g. compiling into pdf, writing revisit the  brief paragraph. account for every task you do.",25,,,3,3,3,true,3
5,"the paragraph on revisiting the brief talks too much about the process of making changes, and not about the changes themselves. i'm glad you discussed the 5-stage model, though, and it's tough point to take off.",36,"the paragraph on revisiting the brief talks too much about the process of making changes, and not about the changes themselves. ",22,2,2,2,true,2
5,"Owners needs to be a single person, and needs to be assigned to all tasks. Clarify external constraints such as other projects/midterms.",22,,,3,3,3,true,3
5,The implemented screens aren't the functional priorities. Especially the about page.,11,,,2,2,2,true,2
5,The login button disappears when anywhere other than the home page. Navigation menu doesn't work when in feed page. About changes to About Us when in About page.,28,The login button disappears when anywhere other than the home page. Navigation menu doesn't work when in feed page. ,20,2,2,2,true,2
5,"Your paragraph is mostly a factual recounting, and doesn't provide much reflection on the project's trajectory. How has the core idea of supporting emoji use changed over the course? Evaluate/explain that core need more deeply.",35,"Your paragraph is mostly a factual recounting, and doesn't provide much reflection on the project's trajectory. ",17,2,2,2,true,2
5,Prototype: Home screen is still a bit lacking in including a mental model as to what the app is and how it works. Great work on the profile and help pages. Navigation is mostly all there. One minor suggestion would be to allow the user to move out of the ,93,Prototype: Home screen is still a bit lacking in including a mental model as to what the app is and how it works. ,24,2,2,2,true,2
5,"Development plan: great development plan. I really liked that you included stretch goals and a ""discoveries"" section.",17,,,1,1,1,true,1
5,"Prototype: I'm really impressed with the effort you put into redesigning your idea and paper prototyping. I think you were able to glean insights that you were stuck on before, and it seems that you're more confident in your idea now. The simplistic desig",95,Prototype: I'm really impressed with the effort you put into redesigning your idea and paper prototyping. ,17,1,1,1,true,1
5,"Development plan: the screenshot provided was really blurry when zoomed in and difficult to read, but I judged it based on your description. Good accounting for vacations, assignments, etc. ",30,"Development plan: the screenshot provided was really blurry when zoomed in and difficult to read, but I judged it based on your description. ",24,2,2,2,true,2
5,"Prototype: I loved the animation, very creative and well-implemented early in this stage. The navigation overall is very simplistic and well thought out. A couple suggestions: The scrolling mission log is overwhelming. Might be useful to collapse them and",128,"Prototype: I loved the animation, very creative and well-implemented early in this stage. The navigation overall is very simplistic and well thought out. ",24,1,1,1,true,1
5,"Development plan: Very nicely broken down tasks in your plan. You will want to include any outside constraints coming up as well (i.e. midterms, other projects, jobs, etc.)",28,Development plan: Very nicely broken down tasks in your plan. You will want to include any outside constraints coming up as well (i.e. ,24,3,3,3,true,3
5,HE changes were all future changes.,6,,,2,2,2,true,2
5,"Development plan should have immediately actionable items: e.g. ""Logistics page"" does not suffice; Generally an actionable item will have a verb and specific object, such as ""Setup HTML skeleton for logistics page""",32,Development plan should have immediately actionable items: e.g. ,9,3,3,3,true,3
5,Only one additional page(profile page) implemented.,6,,,2,2,2,true,2
5,Your Brief Revisit jumps back and forth between the two prototypes and is confusing.,14,,,2,2,2,true,2
5,"Development plan: Your plan should include due dates even if tentative. Also should include outside commitments and constraints for each member (i.e. midterms, part-time jobs, other classes, etc.). Otherwise, a well-laid out plan.",33,Development plan: Your plan should include due dates even if tentative. Also should include outside commitments and constraints for each member (i.e. ,23,3,3,3,true,3
5,Prototype: I think you guys did a great job considering you are a now a group of 2. The navigation is clean and functional. I liked the simplicity of understanding in your site. Suggestions: Try to think of how your app might stand out from other fitness ,115,Prototype: I think you guys did a great job considering you are a now a group of 2. ,19,1,1,1,true,1
5,"Development plan: well-thought out and organized. One thing to think about is scaling your development plan to 2 people and how you're splitting up tasks (i.e. by estimated time, skillset, pages, etc.). Also your paragraph revisiting the brief should ment",59,Development plan: well-thought out and organized. ,7,1,1,1,true,1
5,"Prototype: The major navigation is present and has a nice simplistic design. It is still unclear that the purpose of the app is to challenge friends to complete tasks. It might also be useful to have some placeholder examples in your ""What do you have to ",90,Prototype: The major navigation is present and has a nice simplistic design. ,13,1,1,1,true,1
5,Development plan: well-thought out and organized development plan,8,,,1,1,1,true,1
5,Make sure your development plan items have a single owner assigned. This is important even for things you'll be doing together as that person will be personally responsible and accountable for the job. Most of your items look good so no points deducted.,43,Make sure your development plan items have a single owner assigned. ,12,3,3,3,true,3
5,"For revisiting the brief, your point of view is still very much solution based and the core human need is unclear. Explore the need you are satisfying more deeply. What makes collaborative storytelling more ""fun and ... surpris[ing]""? How does that bring ",47,"For revisiting the brief, your point of view is still very much solution based and the core human need is unclear. ",22,2,2,2,true,2
5,ensure to complete the assignment e.g. spell out exactly why this is related to the brief (instead of simply assuming so),21,,,3,3,3,true,3
5,List of changes should include those already implemented,8,,,3,3,3,true,3
5,"heroku link is broken. previewed the html via github, but the all links were broken from login page. Therefore not able to assess any of the development work",28,"heroku link is broken. previewed the html via github, but the all links were broken from login page. ",19,2,2,2,true,2
5,"For future assignments, ensure sustainable functionality (don't push faulty version to your live sight if editing) ",17,,,3,3,3,true,3
5,Nice work --,3,,,1,1,1,true,1
5,Ensure following directions and submitting a *screenshot* of development plan,10,,,3,3,3,true,3
5,Dev plan link is broken (reviewing based on link Robert posted on Piazza) ensure this is fixed for future assignments,20,,,3,3,3,true,3
5,Your heuristic evaluation are all future plans and don't include fixes that are included in the current version.,18,,,2,2,2,true,2
5,Great prototype! The camera functionality is cool.,7,,,1,1,1,true,1
5,The menu should collapse when not in use -- RE Rob Haitani's video shown in lecture ,17,,,3,3,2,false,3
5,Submitted development plan is *not* supposed to be a link -- follow directions + ensure submission of screenshot,18,,,3,3,3,true,3
5,nice work -- keep pushing to emphasize what makes this 'not just another yelp' ,15,,,3,3,3,true,3
5,List of changes should include those that have already been completed (vs only planned changes),15,,,3,3,3,true,3
5,There are only 2 screens including the homescreen (one of which is not fully flushed out) ,17,,,2,2,2,true,2
5,"RE Rob Haitani video watched today in lecture -- don't put redundant information when screen real estate is so limited (e.g. 'housing' 'jobs' 'schools' buttons directly above 'housing' 'jobs' 'schools' ) If you think they aren't redundant, then make this ",42,RE Rob Haitani video watched today in lecture -- don't put redundant information when screen real estate is so limited (e.g. ,22,2,3,3,false,3
5,No third screen is present therefore lacking both functionality and navigation,11,,,2,2,2,true,2
5, he violations with a 0 severity rating don't need to be mentioned in your list. Deductions for navigation - there was some confusion as what was intended by different screens when reviewing after your presentation.  Paragraph does not state explicitly wh,81,he violations with a 0 severity rating don't need to be mentioned in your list. ,16,3,2,3,false,3
5,Navigational flow still needs some more thought. You're showing the input screen and the results o f inputting an entry on the same sreen at once which means you're not thinking about how things are laid out before anything has been input. ,43,Navigational flow still needs some more thought. ,8,2,2,2,true,2
5,"More effort put on functionality than on navigation here. A few points off for the navigation lacking flow, but otherwise overall good!",22,,,2,2,2,true,2
5,Your HE evaluations were thorough and reflect the evaluators' experiences at a deeper than surface level. Good job!,18,,,1,1,1,true,1
5,"Development plan is a little too sparse, and each item should be an immediately actionable item. For example, ""Work towards Interactive-prototype"" is not an actionable thing that you can sit down and start on.",34,"Development plan is a little too sparse, and each item should be an immediately actionable item. ",17,3,3,3,true,3
5,"Each item should have a SINGLE owner, even if everyone will contribute. This ensures that someone is accountable and personally responsible for seeing work for it gets done.",28,"Each item should have a SINGLE owner, even if everyone will contribute. ",13,3,3,3,true,3
5,"Your development plan items need to be immediately actionable. e.g. ""logo"" is not an immediately actionable item; ""Draw 5 candidate sketches for logo."" makes clear what the necessary action is. Owner should be a single person. Include outside constraints ",51,"Your development plan items need to be immediately actionable. e.g. ""logo"" is not an immediately actionable item; ""Draw 5 candidate sketches for logo."" ",24,3,3,3,true,3
5,"Your idea regarding anonymity and collaboration needs to be explored/explained further, as very often anonymity actually drives away empathy.",19,,,2,2,3,false,2
5,"HE Changes: Good job. I'm particularly interested to see how the twitter follower model will turn out - really good to think about how other models work to decide on how to build your own. You're probably already thinking about these, but don't forget to ",60,HE Changes: Good job. ,5,1,1,1,true,1
5,"Plan: Pretty solid plan. Keep working with specific, immediately actionable tasks. Moving forward it might actually be useful to add another column that categorizes which page(s) the work is to be done on since it appears you're already making that distin",60,"Plan: Pretty solid plan. Keep working with specific, immediately actionable tasks. ",12,1,3,3,false,1
5,"App: Overall good process so far. As noted in studio, the main interface considerations I would give for the first functional page with the feed would be the coupling of ""Ask"" and ""Undecided."" Currently, they are grouped, but ""Ask"" is more of an action ev",206,App: Overall good process so far. ,7,1,1,1,true,1
